applicant_id,w,pd_raw
7591aa6a-ddfb-5dd9-3098-17250ebf5d59,0.05,0.07084044095653287
a00de383-6a3d-e4d6-4230-a21b5d877cc9,0.05,0.09970066577399228
cc0102f1-1463-6c1f-fd20-f2e58f508988,0.05,0.06315672236533679
0a58719c-2007-ba3c-b22b-c8be0492b787,0.05,0.13109608478949306
1b992e61-2cbf-eae3-c76a-c429f76ac1ef,0.05,0.07628576273119203
6c530e6e-ea13-d547-5ab4-455718427d56,0.05,0.06568300473301328
ab647f9b-1edf-39c1-7ba3-72d27c545041,1.9308341511177163,0.35778540355616983
f902601e-6d51-aa7f-5af4-a156264dbca0,0.05,0.14762163664063052
01fc077e-1fd7-f6bc-9864-64cb43aae3cd,0.05,0.06176176543790267
f53cbd46-5d95-423f-332f-abd9f3e2ad98,0.05,0.05820118576865279
e258459f-3cb7-eb69-163e-a9867c41d4e3,0.060705585015199,0.07505489392639834
981ed5bd-613e-a348-d686-9f9246249d58,0.24144395312708677,0.07327581237719669
16f6a050-eb49-6fb5-9735-f0e4f40faa95,0.054449011279738564,0.04825388266655423
c8522114-0203-b432-f7da-00cfe7aaa059,2.2787767578518188,0.15144799330879852
df194a7b-1609-fc11-f827-b789d4c575cd,0.05,0.07635452836489719
32db49a3-e8e2-5502-9dab-1b23c4a5b998,0.14931011713560788,0.15288726600846922
7807218b-5ce7-4d3d-3234-db418dd03f8e,0.05,0.05657567978135085
426c7f7e-0085-7e51-4cec-07ff6f82ed6d,0.05,0.05579499272032515
b8e43f11-8e83-bafc-9873-9ff040f004ed,0.05,0.07631282876712028
9cca2b20-8ba0-cb41-ab93-db6f9c0fb496,0.20725461120011882,0.1328120918301777
13b20cdc-db3b-4dcf-911f-c9b6530e8649,0.4682876187093665,0.3868461526472012
aed9ed54-9362-aa23-02dd-b17b743477cd,0.05,0.05492249238958333
e2dca51e-bffe-648c-26fd-e04699b65b95,0.05,0.16811918983412671
ccad0cf9-e9a2-929f-3e18-eba02d0bb43d,0.24510082232450087,0.04801006906034223
cc56963b-e9a3-5283-82af-fed767ceb01e,0.05,0.8185786470133097
ae0a1e68-be9b-61ff-b29d-654bfe86ba30,0.05,0.06259511106616773
6763460d-88f2-0b51-7669-1f5fd3c9cbcd,1.0687371136198895,0.28070404993481524
aa96827d-5670-6388-9803-5d60988ce4fc,0.05,0.04256119418376138
dc85f059-5ba2-dcf0-4c2a-07a55f02de9e,0.4161634221067832,0.11068112034462271
e250350a-e06a-a978-9cc3-338d152e2b7c,0.05,0.12359413721971052
aa5145a4-b6c3-4421-ad91-829fcbdfd99e,1.656474177260684,0.3030450977917115
a9825c6c-99e8-89d8-87e8-f0d3d9c84dd6,0.2395300117509203,0.11020043160120763
68d6ba94-0a48-4155-4ba6-61d895b1249c,0.9737836439476247,0.16424890343199466
3ad79cc8-d97c-4746-a1d7-3efb4746091e,0.05436060840014505,0.14847845965976902
9331be11-55c2-b8ff-940a-852b5eec99db,0.48778845809217014,0.2586504889906661
255954a9-be18-9552-1b8a-f26e234eee8a,0.15350321654637514,0.5739187133155034
aecc2ab0-0cb6-ac7e-865b-5995053d31fd,0.05,0.10362611062014976
55689e82-4b54-382a-e44c-20a367581cf3,1.1931694655683531,0.08564995811410431
6f000e8a-7fd8-02a3-afbf-9a597db9a309,3.670771393548696,0.159552448109179
12a4a371-8e85-b85c-69e6-0f03a74a0f74,0.05,0.0670367226964611
0a0fbe20-b89c-21ea-b5b3-baf5ea592e71,0.14174012749465723,0.12089102949868995
29db6629-97a5-c981-6800-0029b770a3c4,0.0977841834285018,0.0758823460781223
1b0ddf04-52af-d939-6783-0bc0b7bdbcff,0.4366662327364041,0.21892283029972168
6c96d7ab-ce9e-5a66-8c0c-7eeffec33f20,0.48366743823751124,0.12255506947352363
9695395b-6901-61e0-4c26-caf12d5d5e1b,1.0054393981045875,0.06526452756169546
ef5ae9f0-82ea-28c7-da27-9ee27434b0e2,0.20655432373000296,0.12604441733227026
1f8e4b60-1464-0210-54f7-95fc1bd9f5eb,0.05,0.8315802512787352
5788e443-6912-e0b1-8a46-f97bd3aa2258,0.05,0.21050995236574552
faff2606-d50b-0d19-0870-f16acb49a4a2,0.41099151773898795,0.29206047997210494
e6951c2f-3d23-aa5d-1a9b-fb2022e2315e,0.37403390377850176,0.09128679084836333
fe4adc60-c1c5-dc3e-b8d6-d26404f29bbd,0.05,0.04726605611295696
4d36d16a-25b8-e208-1fa5-27e59c94bf28,0.05934378103148713,0.06279941783092277
d79664b3-5a81-1e25-058f-d54e5c52b509,0.32762081007645916,0.07497827037180246
8d767285-1369-c1a6-04e6-80c6cceb6ca2,0.05,0.23441118045528334
d4513dae-4976-ca1d-f707-7fcffb547f60,2.081659559138657,0.25303186973814856
fc1a2c6a-6743-6e80-f444-c6306aa32d80,1.5115594455342234,0.6735836186627187
9b784b6f-bd87-6b44-7a71-e907cb480404,0.05,0.2177297963474465
f7d7b869-6b1f-c3c9-cdce-7fda6829ddfa,0.3019254277073634,0.125782124399881
5d3bea45-1a43-9452-ee27-a3514dbc0d01,0.05,0.08311537447459372
c1a58a01-dac7-4612-4216-d305a153affd,0.13863570186733223,0.10206011484391658
22dab3fb-7372-bc72-d76a-dbc8c34b253a,0.05,0.05472828660709911
91d026b8-7dec-0867-6167-accfe2ff33fe,0.05,0.09211014163897267
50f5dfcc-e7dd-a059-6964-c2406a30eb3b,0.5704931584237908,0.07643593939061369
d38e9f84-38c8-1980-cb33-69fe320c7bb4,0.05,0.07317742052041531
4d423f9a-166d-0d52-d42b-838976559baa,0.05,0.06638058508326984
8f3a42ac-95a0-6c64-6fd1-6cc38fe1e76d,0.8431081471753119,0.7338887965462347
84903fb3-7a06-0c3e-5e5f-0f6191f69351,0.05,0.07916908530514694
ec6b5dbe-bed1-aac8-3573-5d39cb1ff347,0.05,0.06630039496290464
fc2a08ea-2db8-3c98-8eef-5d2b006489e3,0.6223532131607552,0.2037904227572665
292367fd-221f-d8fd-ae3c-0eb628e69b64,0.10184829480432767,0.10949546653578021
04cb6856-8418-001d-69eb-73ee67a9d193,0.05,0.04270120874852699
9b348623-db56-cc93-5dcc-6e3e7b2f5eab,0.05,0.068444789073936
f5e19db8-b318-4f4f-5488-050dbd0b12fb,0.05,0.10086345187940252
14f92798-2585-4de3-8d71-42f989047d1b,0.05,0.0559648686294695
686393ce-d6c5-98d8-f332-a0b93a0a91f5,0.05,0.1754337317703348
11cd4c48-edbb-69eb-1642-6ab22373c4f3,0.05,0.042320469500804384
68c5120f-9837-74b2-26d9-e6b66f856e2b,0.22516014700259718,0.054732623134536335
384e62d8-cdd7-cb21-a2b9-86106ab28403,0.20302656202191294,0.09064979188070714
a9d72642-2a52-c677-0a9e-46f8ed9d52e1,0.05,0.09849048455868331
5d633e9d-8920-6851-ccb6-2559d7470fb9,0.2057688796962629,0.5743987417722488
71306deb-0bef-6f38-8f54-d476ccce44cd,12.182560889616777,0.1875754219405128
b4892216-8932-9ab8-fe7a-ba2d19b8733a,1.87682131023795,0.7064948002584467
643439db-f347-ee22-a38d-b0bb0baa543a,0.19846763593713065,0.04545030951803496
5f9d6198-39f4-154b-ecf2-7d4b04f17355,0.21493907878856325,0.35963506152181335
2ddf89be-2754-b4f2-3593-ac9e6472a4d7,0.05,0.08251580509751141
1ef63722-3f21-4fb6-8487-0ba61ceef05f,0.05,0.050885559511424074
262cb0af-7d7c-6946-f70f-0dcdb391412c,0.05,0.11776055607291816
2058147b-d37f-1f02-77a5-b453faf8d117,0.505326835304954,0.08659105163997535
